Protein,Desc,R1_t4,R2_t5,R1_t7,R2_t9,R21_t6,R22_t6,R21_t9,R22_t9
Clo1313_0640,"hydro-lyase, Fe-S type, tartrate/fumarate subfamily, alpha subunit  ",16.377005,17.12132,17.52506,17.42399,17.19853,17.3767075,17.7067375,17.277025
Clo1313_0641,"hydro-lyase, Fe-S type, tartrate/fumarate subfamily, beta subunit  ",16.194585,17.41426,16.1758875,16.34197,17.1106425,16.52937,17.182415,16.4131875
Clo1313_0642,Domain of unknown function DUF1858  ,8.8,18.47654,18.203765,19.25898,18.85513,19.002165,17.75927,19.0230575
Clo1313_0643,Adenylosuccinate synthetase (EC 6.3.4.4)  ,18.15596,18.47573,18.28565,18.65461,18.492,18.42497,18.3962,19.18935
Clo1313_0645,glycosyl transferase family 2  ,19.2382025,19.39438,19.979395,19.8918025,19.474025,18.8516,20.1256,18.6734175
Clo1313_0646,glycosyl transferase family 39  ,18.59263,19.0719275,19.13474,19.125005,18.78163,18.3155975,19.435335,18.2763
Clo1313_0647,hypothetical protein  ,20.56362,21.119985,21.3754575,21.61013875,20.613775,20.1269125,21.46382,20.33907
Clo1313_0648,glycosyl transferase family 2  ,16.76762,16.64212,17.236505,17.1400525,14.5967325,16.3706725,16.505445,16.292915
Clo1313_0652,LL-diaminopimelate aminotransferase apoenzyme (EC 2.6.1.83)  ,14.9102,15.58749,13.8339525,15.6511775,14.840505,15.95334,15.64851,16.17792
Clo1313_0656,preQ(0) biosynthesis protein QueC  ,18.7124,18.77183,18.24917,18.57676,19.26999,18.55088,19.52343,18.88093
Clo1313_0657,6-pyruvoyl tetrahydropterin synthase and hypothetical protein  ,16.00948,17.137145,16.87513,17.228205,17.64611,17.17371,18.320735,17.246845
Clo1313_0667,glycosyl transferase group 1  ,16.735355,16.5671025,17.2854,17.75646,17.40295,15.58421,16.72568,16.165818
Clo1313_0671,hemerythrin-like metal-binding protein  ,18.02566,8.8,17.2561,15.98756,8.8,8.8,8.8,8.8
Clo1313_0672,flavin reductase domain protein FMN-binding protein  ,18.205215,18.3281,17.4368225,17.64396125,18.1856,17.40134,18.5897075,17.68787
Clo1313_0673,pyruvate ferredoxin/flavodoxin oxidoreductase  ,22.280308671875,22.4345625,22.361415,22.540831875,21.30789,21.8932540625,21.980805,21.681255
Clo1313_0675,S-layer domain-containing protein  ,17.86627,18.72794,19.176595625,18.71743,14.99817,16.243165,16.57628,16.189928
Clo1313_0677,AMP-dependent synthetase and ligase  ,19.77097,19.60409,20.065126875,20.22743,20.18617,20.19194,20.6093075,19.9053675
Clo1313_0684,von Willebrand factor type A  ,17.7756984570313,17.87899,18.42722,18.1963225,16.8327625,16.81568,18.0130575,17.1787
Clo1313_0689,peptidase S8 and S53 subtilisin kexin sedolisin  ,16.38002,17.085585,16.69222,15.95636,17.59961,15.7658675,17.11853,16.24941
Clo1313_0694,hypothetical protein  ,15.86175,17.2347725,17.4535575,17.5760475,17.675995,17.4332,17.98318,17.7875175
Clo1313_0698,ABC transporter related protein  ,17.140145,16.819895,17.529215,17.592645,16.10685,16.0239275,16.733915,16.3212675
Clo1313_0699,ABC transporter related protein  ,15.988635,17.0127,16.93991,17.30404,15.590905,15.85883,16.092385,15.800565
Clo1313_0700,aminoacyl-histidine dipeptidase  ,12.6739775,14.70041,13.7768325,14.58597,14.3625625,11.3593795,13.4262625,13.6055625
Clo1313_0701,cobalamin biosynthesis protein CobD  ,17.2935,16.71129,17.01348,17.2804,16.3823,15.7367,15.91682,15.22141
Clo1313_0706,beta-lactamase superfamily hydrolase  ,16.537155,17.0804075,17.359895,17.687855,17.5009215,19.86740625,17.843825,20.217605
Clo1313_0707,methyl-accepting chemotaxis sensory transducer  ,19.325795,19.6994625,19.73482,19.934435,18.93897,18.03946,19.69353,17.42642
Clo1313_0708,pyruvate carboxyltransferase  ,19.048925,18.7039675,19.092755,19.47677,19.75493,20.11671,20.0153575,20.666805
Clo1313_0709,aconitase (EC 4.2.1.3)  ,20.585305,20.8037175,20.616495,20.71926,21.680660625,21.57233625,21.78989,21.72840375
Clo1313_0713,protein-L-isoaspartate(D-aspartate) O-methyltransferase  ,8.8,8.8,8.8,8.8,14.7618,8.8,15.249595,15.45129
Clo1313_0715,"two component transcriptional regulator, AraC family  ",13.34639,13.92987,13.54935325,13.72088,13.75436,12.39166,14.876405,14.906068
Clo1313_0716,PpiC-type peptidyl-prolyl cis-trans isomerase  ,14.881725,15.38167,14.69977,15.05759,8.8,8.8,15.607475,15.11335
Clo1313_0717,glucose-1-phosphate adenylyltransferase  ,16.55487,16.59344,16.8448,16.5180775,16.43087,15.70907,16.83546,15.63262
Clo1313_0718,"glucose-1-phosphate adenylyltransferase, GlgD subunit  ",16.08547,17.409935,16.845785,14.45561,13.636335,14.689115,15.03928,8.8
Clo1313_0720,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)  ,19.335058125,19.806105,19.1754775,19.003845,19.561855,19.586205,17.918575,19.6117
Clo1313_0729,protein of unknown function DUF342  ,15.8281,15.84842,13.000265,14.137625,8.8,8.8,13.56112,8.8
Clo1313_0732,TrkA-N domain protein  ,14.67275,16.00492,14.90136,15.12708,8.8,8.8,12.3898,8.8
Clo1313_0737,copper amine oxidase-like domain-containing protein  ,8.8,8.8,8.8,8.8,8.8,8.8,14.88596,15.24754
Clo1313_0740,hypothetical protein  ,17.69481,18.3083475,18.2745,18.775985,18.4672625,18.33657,18.454355,18.2935275
Clo1313_0745,Uncharacterized conserved protein UCP033563  ,15.814575,15.504485,15.4428075,16.33403875,15.165515,16.1590475,16.5800975,16.5554025
Clo1313_0749,alanyl-tRNA synthetase (EC 6.1.1.7)  ,19.53655125,19.36307,19.634516796875,19.700305,18.8762575,18.887105,19.6733475,18.891290625
Clo1313_0753,hypothetical protein  ,18.94186,8.8,13.54914,18.32364,8.8,18.76268,8.8,19.33145
Clo1313_0755,hypothetical protein  ,8.8,11.76141,8.8,8.8,8.8,8.8,15.75199,14.17484
Clo1313_0779,copper amine oxidase-like domain-containing protein  ,18.07096,17.84448,18.91295,17.01024,17.55908,14.5188,17.78058,18.26225
Clo1313_0780,copper amine oxidase-like domain-containing protein  ,16.14512,15.56004,15.4370225,18.0249625,14.6687375,16.5156175,18.3490575,17.6648775
Clo1313_0781,hypothetical protein  ,18.15195,18.673945,18.73425,18.2611,17.186285,15.89662,17.427315,16.17107
Clo1313_0783,YD repeat protein  ,15.05895,8.8,8.8,8.8,13.69555,13.40893,8.8,8.8
Clo1313_0786,YD repeat protein  ,8.8,8.8,13.77825,8.8,9.057302,9.834434,13.02639,13.2612
Clo1313_0793,"amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)  ",21.592665,21.845445,22.38438,22.44640375,21.04408625,20.903655,21.39071,21.058925
Clo1313_0795,"amino acid ABC transporter ATP-binding protein, PAAT family (TC 3.A.1.3.-)  ",17.62323,18.1668,18.2628,18.55341,16.7283575,16.92458,17.193875,17.061165
Clo1313_0804,hypothetical protein  ,16.63229,15.76337,16.173415,8.8,8.8,8.8,8.8,8.8
Clo1313_0805,TIR protein  ,18.7223775,18.894445,18.91562,18.93148,18.0100875,17.6306575,18.3788725,17.38584
Clo1313_0815,short-chain dehydrogenase/reductase SDR  ,20.405495,20.4200025,20.805335,21.091665,19.960725,21.1483075,19.96683,21.31895
Clo1313_0817,hypothetical protein  ,16.68863,8.8,16.86057,17.13155,8.8,8.8,8.8,8.8
Clo1313_0829,"signal peptide peptidase SppA, 36K type  ",11.21796,11.1294675,13.482825,11.96979,8.8,8.8,11.5542675,8.8
Clo1313_0836,"tryptophan synthase, beta chain (EC 4.2.1.20)  ",18.106565,17.48152,17.0675025,17.81635,15.73518775,17.49933,17.257765,17.942475
Clo1313_0837,"tryptophan synthase, alpha chain (EC 4.2.1.20)  ",17.2579525,17.40333,17.31422,17.7488475,16.75493,17.88098,16.997915,17.2936875
Clo1313_0844,Spore coat protein CotH  ,11.15918,8.8,11.25861,12.52956,14.54076,14.75411,13.413155,15.489425
Clo1313_0857,2-isopropylmalate synthase (EC 2.3.3.13)  ,19.6762415625,20.16743,19.411535,19.522535,20.93555,21.4246375,20.0886925,21.29516
Clo1313_0863,protein translocase subunit secA  ,18.5104225,18.9327225,18.9208042578125,18.876345,18.43669,18.79258,18.698265,19.0167025
Clo1313_0865,Tetratricopeptide TPR_1 repeat-containing protein  ,15.133185,8.8,13.49144,14.65876,8.8,15.51602,17.051375,14.723415
Clo1313_0867,L-threonine synthase (EC 4.2.3.1)  ,20.1140725,20.297875,20.212165,20.1915625,20.4431025,20.250425,20.637765,20.134075
Clo1313_0872,homoserine dehydrogenase (EC 1.1.1.3)  ,17.1112975,16.32873,15.99147,17.07327,16.89638,16.81513,16.54317,17.3938825
Clo1313_0873,aspartate kinase (EC 2.7.2.4)  ,18.1710825,18.144205,17.8073375,18.4618975,17.93396,18.45987,17.80852,18.7286325
Clo1313_0875,YD repeat protein  ,14.39565,15.57673,16.1735,16.1331875,15.241705,14.23084,15.5466,15.522265
Clo1313_0880,YD repeat protein  ,14.91731,15.654585,15.59042,16.10877375,13.98345,12.4135425,15.45921,14.27918
Clo1313_0883,histidine triad (HIT) protein  ,17.93329,18.571665,18.9797,19.251935,18.05567,19.11355,19.20272375,19.3015075
Clo1313_0884,S-layer domain-containing protein  ,19.1748475,19.847185,20.1464,19.1767975,18.075938125,18.38154,18.003635,18.70031
Clo1313_0890,capsular exopolysaccharide family  ,19.1415425,19.3747775,20.116125,19.94446,18.59224875,19.302935,19.56441,19.26492
Clo1313_0892,NAD-dependent epimerase/dehydratase  ,18.40607,18.4520425,18.20224,18.6947,18.9413925,18.9531575,19.237215,19.379105
Clo1313_0893,Oligosaccharide biosynthesis protein Alg14 like protein  ,8.8,14.8810875,16.19864,16.01488,8.8,14.5983125,15.3415125,15.782795
Clo1313_0896,glycosyl transferase group 1  ,15.92934,15.03372,15.67739,15.508755,15.67111125,14.60312,16.13229,15.63649
Clo1313_0897,glycosyltransferase  ,17.38856,16.98631,16.98522,16.30611,16.23156,15.770336,16.901145,15.8555
Clo1313_0898,glycosyl transferase family 2  ,17.3964025,16.95135,17.9980225,17.470655,14.4707335,16.73911,16.302525,17.069435
Clo1313_0901,UDP-glucose dehydrogenase  ,20.420675,20.461515,20.608889375,20.6103,20.38288,20.35812,20.591765,20.4652221875
Clo1313_0903,single-strand binding protein  ,17.5075,17.687805,17.449915,18.119385,17.408715,17.46243,17.86115,17.4667
Clo1313_0905,SSU ribosomal protein S21P  ,16.138175,8.8,16.807745,15.223805,8.8,17.0963,8.8,8.8
Clo1313_0907,exonuclease RecJ (EC 3.1.-.-)  ,8.8,16.69436,15.812125,16.050905,16.52557,8.8,14.6553,14.099875
Clo1313_0908,adenine phosphoribosyltransferase (EC 2.4.2.7)  ,19.355085,19.1687125,18.3624925,18.5199925,18.89344,17.082875,18.67867,16.15458
Clo1313_0909,"(p)ppGpp synthetase I, SpoT/RelA  ",14.27987,14.678615,14.18319,15.42003,12.03529,8.8,8.8,8.8
Clo1313_0911,beta-lactamase-like protein  ,15.9186,8.8,16.29997,17.04536,8.8,8.8,16.70156,8.8
Clo1313_0912,Coproporphyrinogen dehydrogenase  ,8.8,18.19451,13.9355495,15.96708,18.30399,17.908929,17.959822,18.32694
Clo1313_0913,hypothetical protein  ,15.07008,15.2412925,15.66033,16.0750425,8.8,8.8,15.71825,14.54485
Clo1313_0914,type II secretion system protein E  ,8.8,15.612975,12.607125,13.53699,8.8,8.8,12.50303,12.58458
Clo1313_0915,Type II secretion system F domain  ,8.8,14.83539,15.25745,15.06683,13.51846,8.8,15.12534,14.30359
Clo1313_0920,Forkhead-associated protein  ,15.20025,16.11375,8.8,16.32883,8.8,15.7832,16.23461,8.8
Clo1313_0922,histidyl-tRNA synthetase (EC 6.1.1.21)  ,17.6824,17.33527,17.5340325,17.880625,17.21107,16.79968,17.490045,17.2978675
Clo1313_0923,aspartyl-tRNA synthetase (EC 6.1.1.12)  ,17.4420725,17.102135,16.87276625,16.96151,16.501925,16.0563925,16.78763,16.703345
Clo1313_0924,signal peptidase I  ,16.295785,16.63945,16.955415,8.8,8.8,8.8,8.8,8.8
Clo1313_0925,CoA-substrate-specific enzyme activase  ,16.0423575,16.764795,17.15919,17.1814,16.81558140625,15.938935,17.66521,15.93329
Clo1313_0929,GTP-binding protein LepA  ,16.099305,16.24732,16.45942,16.19257,16.25964,16.549045,16.12995,16.44859
Clo1313_0931,heat-inducible transcription repressor HrcA  ,14.059905,14.22386,14.67825,13.81657,14.132725,14.7498,15.09389,14.31399
Clo1313_0932,GrpE protein  ,17.483335,17.19156,16.58976,13.4873615,14.284155,8.8,8.8,8.8
Clo1313_0933,chaperone protein DnaK  ,19.658235,20.0443,20.00032,19.703405,19.730065,19.32978,20.4292725,19.957065
Clo1313_0934,chaperone protein DnaJ  ,17.9813075,18.20363,18.33373,18.2955025,17.38644,17.098345,17.93516625,17.173245
Clo1313_0935,[LSU ribosomal protein L11P]-lysine N-methyltransferase (EC 2.1.1.-)  ,17.4250325,17.536545,17.318155,17.53017,17.08574,16.685125,17.6674,16.70405
Clo1313_0939,YicC-like domain-containing protein  ,17.9561775,17.4289375,17.76978,18.03223,17.5912,18.03946,18.38075,17.52921
Clo1313_0940,protein of unknown function DUF370  ,19.5760725,21.0982,20.7087175,21.05265,21.49574625,21.933795,21.700595,22.515235
Clo1313_0941,guanylate kinase (EC 2.7.4.8)  ,17.94253,8.8,17.51383,17.55855,17.37622,17.91354,18.13995,17.91311
Clo1313_0943,Phosphopantothenate-cysteine ligase (EC 6.3.2.5)/Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)  ,19.02859,19.21196,18.149915,18.9859125,18.4883,18.17551,19.00439,18.44306
Clo1313_0944,glycyl-tRNA synthetase (EC 6.1.1.14)  ,19.424785,19.331785,19.148135,19.30632125,19.5571,19.546995,20.1506225,19.26159
Clo1313_0945,signal transduction histidine kinase regulating citrate/malate metabolism  ,8.8,8.8,18.84741,17.323435,8.8,13.644076,17.150971,12.86599
Clo1313_0949,pyruvate phosphate dikinase (EC 2.7.9.1)  ,22.486195,22.63308,22.27788,22.53407,21.9703453125,21.7671703125,22.12895,21.79965
Clo1313_0950,cellulosome anchoring protein cohesin region  ,20.147845,20.41074,20.6039,20.8893875,20.0188775,20.384075,21.0316505,20.4
Clo1313_0952,Cupin 2 conserved barrel domain protein  ,8.8,16.98631,17.55462,17.954825,18.49566,18.553295,8.8,18.61298
Clo1313_0954,glycosyl transferase group 1  ,16.019195,15.944015,15.6995425,14.5136675,14.0058225,12.4804,13.9979625,13.10446
Clo1313_0955,RNA-metabolising metallo-beta-lactamase  ,17.4091,18.45365,17.98493,18.42616,17.86403,17.386435,18.08948,18.19306
Clo1313_0960,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)  ,8.8,8.8,8.8,8.8,15.001145,15.10686,8.8,15.86756
Clo1313_0966,phosphoglycerate mutase (EC 5.4.2.1)  ,15.306225,15.30676,15.748865,15.80624,16.68558,16.3507,16.17356,16.311855
Clo1313_0972,peptidase S1 and S6 chymotrypsin/Hap  ,18.390075,18.3555,18.72453,18.985215,17.9300525,18.6693525,19.241195,18.563535
Clo1313_0974,glycogen synthase (ADP-glucose)  ,19.21944,19.456975,19.90308,19.9911575,17.675995,18.3176175,19.4689375,18.21713
Clo1313_0979,LSU ribosomal protein L28P  ,15.25339,15.04113,17.30534,14.96039,15.9821,18.04353,14.266015,8.8
Clo1313_0980,ATP-dependent DNA helicase RecG (EC 3.6.1.-)  ,8.8,8.8,8.8,13.58817,11.634925,12.660785,14.32398,12.35405
Clo1313_0983,H+-ATPase subunit H  ,17.97902,8.8,17.65271,18.153255,8.8,19.76074,17.62687,17.80939
Clo1313_0988,proteinase inhibitor I4 serpin  ,17.363165,19.414535,18.90384,18.94839,18.011945,17.74448,18.97858,17.43692
Clo1313_0989,iron-sulfur cluster-binding protein  ,19.00323,18.5672325,19.147788125,19.16126,18.856535,18.815965,19.76243625,18.66995
Clo1313_0993,alpha-phosphoglucomutase (EC 5.4.2.2)  ,19.20905,19.1029125,18.95519,19.55027,19.429158125,20.041585,19.92046875,20.05704015625
Clo1313_0994,"DNA polymerase III catalytic subunit, DnaE type  ",14.31256,14.61725,14.09444,13.477945,14.9921775,12.55763,14.626155,13.36484
Clo1313_0997,6-phosphofructokinase (EC 2.7.1.11)  ,20.39289,20.57216,20.56838,20.58577,20.71858,20.93201125,20.86967,20.977025
Clo1313_0998,thioesterase superfamily protein  ,14.95658,15.66609,8.8,8.8,8.8,15.328815,8.8,8.8
Clo1313_1001,Carbohydrate-binding CenC domain protein  ,14.90191,14.6790225,15.9845625,15.7094575,8.8,8.8,16.771525,8.8
Clo1313_1002,glycoside hydrolase family 3 domain protein  ,16.970865,17.329995,17.7360675,18.2912225,17.8404325,14.03232,19.24261,8.8
Clo1313_1005,pyruvate phosphate dikinase PEP/pyruvate-binding protein  ,15.68187,15.6532,16.55046,16.39912,16.05748,8.8,15.48779,15.86725
Clo1313_1007,Xanthine/uracil/vitamin C permease  ,8.8,12.69562,14.38479,14.91725,8.8,8.8,16.4644075,14.661695
Clo1313_1008,5-(carboxyamino)imidazole ribonucleotide mutase  ,16.73856,18.17207,18.0140025,18.9553125,16.4974575,19.444385,18.60131,19.1174225
Clo1313_1009,amidophosphoribosyltransferase (EC 2.4.2.14)  ,18.08783,18.371835,18.0045,17.9659625,17.2280675,17.750525,17.836625,17.904125
Clo1313_1010,phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)  ,16.61401,16.282435,16.89322,16.99235,16.87998,16.629785,16.64058,17.1224875
Clo1313_1012,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase  ,20.43312,20.50457,19.92407,20.47276,20.623533125,21.077285,20.777645,21.38369
Clo1313_1013,phosphoribosylamine--glycine ligase (EC 6.3.4.13)  ,18.76928,18.470225,17.9585625,18.147257625,18.36431875,18.79165,18.45811,19.427273125
Clo1313_1017,metal dependent phosphohydrolase  ,16.4417825,16.9439875,16.0713025,17.0576675,16.9902625,16.8991925,17.58895,17.475355
Clo1313_1020,leucyl-tRNA synthetase (EC 6.1.1.4)  ,19.57469,20.2506475,19.743116875,20.13772875,20.068615,19.845305,20.426245,19.734985
Clo1313_1021,PKD domain containing protein  ,15.77409,16.23229,17.00327,16.163525,12.981853,13.9316375,15.85755,14.8689
Clo1313_1024,AMP-dependent synthetase and ligase  ,18.220675,19.1379175,18.99903,18.9951425,18.50304,18.53737,18.9288075,17.71609
Clo1313_1025,peptidase S11 D-alanyl-D-alanine carboxypeptidase 1  ,17.5036325,16.3596,17.37519,18.35606,16.82229,16.6715125,17.592715,16.64146
Clo1313_1027,"Lipoprotein LpqB, GerMN domain  ",16.51673,8.8,15.15414,14.79208,8.8,17.6315,17.0688,16.646215
Clo1313_1029,threonyl-tRNA synthetase (EC 6.1.1.3)  ,20.130805,19.6793375,19.9395353125,20.15601,19.24717,20.34523,20.7305,20.040885
Clo1313_1030,thymidylate synthase (EC 2.1.1.45)  ,16.1327725,15.512465,16.218775,16.41467,16.202135,14.45059,16.18297,15.967807
Clo1313_1032,bacterial translation initiation factor 3 (bIF-3)  ,18.382455,18.816,18.2087675,17.2630925,17.7614425,17.78582125,17.91862,17.7237125
Clo1313_1034,LSU ribosomal protein L20P  ,20.618385,20.51575,20.26226,20.154175,19.8014225,20.19164,19.50066,20.50417
Clo1313_1036,glycosyltransferase 36  ,12.34998,13.56013,13.87863,13.14927,14.20741,15.06235,12.9577,8.8
Clo1313_1040,ATP-dependent Clp protease ATP-binding subunit ClpA (EC 3.4.21.92)  ,12.966255,13.576365,13.76693,13.812645,8.8,13.6756425,13.72143,13.82009
Clo1313_1046,pyridoxal-phosphate dependent TrpB-like enzyme  ,22.76780375,23.31912875,23.027135625,23.109913125,23.139985,22.68717,23.25757375,22.58189
Clo1313_1052,"putative serine protein kinase, PrkA  ",19.088285,19.122915,19.0291025,18.49913,17.471,18.386005,17.3703,17.48002
Clo1313_1053,sporulation protein YhbH  ,8.8,15.033168,16.53759,15.83964,8.8,8.8,15.914055,8.8
Clo1313_1054,SpoVR family protein  ,16.374365,18.085055,16.506155,16.95123,18.0541725,17.7624775,15.227055,8.8
Clo1313_1056,"purine nucleoside phosphorylase I, inosine and guanosine-specific  ",16.562795,16.857865,16.79645,17.17966,17.1676,15.87029,17.41001,16.662305
Clo1313_1057,adenosylhomocysteinase (EC 3.3.1.1)  ,18.6342621875,18.44352,18.37056,18.4571025,18.37813,17.680644375,19.2350625,17.007035
Clo1313_1058,amidohydrolase  ,17.07718,16.81259,16.983455,16.830575,16.94713,16.37163,17.576585,16.3756625
Clo1313_1068,"HAD-superfamily hydrolase, subfamily IA, variant 1  ",8.8,8.8,8.8,8.8,8.8,8.8,11.4656,9.713953
Clo1313_1070,ABC transporter related protein  ,10.14182,11.28855,8.8,13.09643,8.8,8.8,11.9776,8.8
Clo1313_1073,esterase/lipase  ,8.8,8.8,8.8,14.6185975,8.8,14.0198325,15.1977025,14.9725375
Clo1313_1074,hypothetical protein  ,8.8,13.9722,14.09124,14.70938,8.8,8.8,8.8,8.8
Clo1313_1076,ATPase associated with various cellular activities AAA_3  ,15.67868,14.6313575,14.64658,14.17862,13.9517425,15.2692675,14.77572625,15.1979025
Clo1313_1081,isochorismatase hydrolase  ,16.874305,16.68226,17.000315,16.2187425,17.352105,18.38171,17.38109,17.99807
Clo1313_1082,nicotinate phosphoribosyltransferase  ,16.47717,16.93068,8.8,15.74133,16.25972,16.62318,17.12386,16.484375
Clo1313_1087,iron-sulfur cluster-binding protein  ,18.2413125,18.178755,18.31545,18.6453025,17.96303,17.19172,18.71059,17.1112375
Clo1313_1089,peptidase S11 D-alanyl-D-alanine carboxypeptidase 1  ,17.6043275,18.77148,18.67427,18.499428125,17.30007,18.41952,18.26194625,18.2211
Clo1313_1096,YbbR family protein  ,16.218205,16.72483,17.940195,17.33791,16.34056,16.61653,17.2044,15.983625
Clo1313_1098,phosphoglucosamine mutase (EC 5.4.2.10)  ,18.28063,17.58051,18.071415,18.28825,18.395675,18.362675,18.8009325,17.789275
Clo1313_1099,glutamine--fructose-6-phosphate transaminase  ,17.05358,17.89306,17.334865,17.52255,17.1108525,17.0519525,17.67922,17.532
Clo1313_1103,permease  ,8.8,8.8,8.8,13.59825,18.14068,17.22739,14.30809,16.37476
Clo1313_1106,type II secretion system protein E  ,21.04209,20.9916725,21.12965,21.2559575,19.7147425,18.31124,20.72614,18.766465
Clo1313_1107,twitching motility protein  ,19.688135,20.02681,19.9276325,19.9483225,19.39823,18.75358,19.97847375,19.21287
Clo1313_1108,Type II secretion system F domain  ,17.493055,18.15102,18.6596725,18.18756,15.68245,15.9948,16.77666,15.93968
Clo1313_1109,hypothetical protein  ,21.098165,21.486665,22.61823,22.21147,19.660425,20.855055,22.189425,20.71673
Clo1313_1110,hypothetical protein  ,18.57114,18.44257,18.54228,18.69906,16.565735,16.32777,17.06274,8.8
Clo1313_1111,Fimbrial assembly family protein  ,20.320515,20.54294,20.57357,20.81403,18.746695,18.46134,19.732485,18.6699375
Clo1313_1112,hypothetical protein  ,19.27147,19.55939,19.491095,19.82972,17.96789,17.3627375,18.849995,17.41217
Clo1313_1114,hypothetical protein  ,18.30297,18.54275,18.877575,19.0528375,16.6002325,17.09848,18.08283,16.7433175
Clo1313_1115,hypothetical protein  ,18.59731,18.6321875,19.068235,18.857205,16.553165,16.338555,16.84426,16.213275
Clo1313_1118,DNA translocase FtsK  ,14.92596,14.60685,14.9592075,14.849445,14.3532775,14.40777,15.72681,14.79101
Clo1313_1119,Radical SAM domain protein  ,8.8,13.30278,12.5434,13.07582,8.8,8.8,8.8,8.8
Clo1313_1120,Methylenetetrahydrofolate dehydrogenase (NADP(+))  ,18.28915,17.2834675,18.03836,18.221555,18.5333275,19.51991,19.42456,19.9610825
Clo1313_1122,metal dependent phosphohydrolase  ,18.933865,18.32567,18.7420025,19.34394,19.16575,18.56538,20.51785375,19.03589
Clo1313_1123,metallophosphoesterase  ,17.8077,16.916605,15.65046,15.852215,13.70326,15.588925,15.1049925,15.47837
Clo1313_1124,Stage V sporulation protein S  ,19.32075,18.69315,18.40012,18.91773,19.217645,19.83681,19.85463,19.47112
Clo1313_1138,protein of unknown function DUF881  ,15.24072,8.8,14.53751,8.8,8.8,8.8,15.18838,14.65667
Clo1313_1142,PhoH family protein  ,15.74628,16.43372,15.93303,16.28793,15.97726,15.49779,16.000335,15.49668
Clo1313_1143,7TM receptor with intracellular metal dependent phosphohydrolase  ,8.8,14.88072,8.8,8.8,8.8,8.8,14.86186,13.680165
Clo1313_1146,GTP-binding protein Era  ,15.305215,8.8,8.8,8.8,15.8108,8.8,17.00187,16.54636
Clo1313_1150,Cysteine desulfurase  ,16.9648475,17.2290325,17.074265,17.092503125,16.6506125,16.71414,17.38141,16.765485
Clo1313_1151,thiamine biosynthesis/tRNA modification protein ThiI  ,16.96837,17.0396925,16.38469,17.359505,17.8280575,17.7172975,17.49908,17.8017
Clo1313_1154,AIR synthase related protein domain protein  ,14.07144,14.945925,15.446325,16.67978,14.4881,15.61202,15.59465,14.28114
Clo1313_1155,serine hydroxymethyltransferase (EC 2.1.2.1)  ,20.68674,20.607803125,20.536305,20.867425,21.842085,22.3846725,21.63335,22.387125
Clo1313_1157,transglutaminase domain-containing protein  ,15.4612,14.903635,14.755455,15.3884525,8.8,13.29088,15.7216259375,8.8
Clo1313_1159,ATPase associated with various cellular activities AAA_3  ,18.1049475,18.02169,18.06092,18.304565,17.8287225,17.181835,17.70329,17.188495
Clo1313_1160,L-lactate dehydrogenase (EC 1.1.1.27)  ,17.6551,17.80586,18.30281,17.24991,18.62657,17.81821,18.56683,17.72788
Clo1313_1161,competence/damage-inducible protein cinA  ,15.86952,15.337505,16.489695,16.08622,16.5965475,16.63276,16.17398,15.91317
Clo1313_1163,recA protein  ,18.795025,18.5237175,18.521755,18.9719375,19.7735884375,19.86977,19.938785,19.71841
Clo1313_1165,Rhomboid family protein  ,13.7754275,15.235355,16.1070825,15.94009,13.934685,14.56734,15.67509,13.133975
Clo1313_1172,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)  ,14.829655,15.920815,16.30026,15.75294,15.4366525,16.03242,15.6618925,15.3565725
Clo1313_1174,SSU ribosomal protein S20P  ,18.904645,19.23634,19.53314,18.99891875,19.047435,20.228925,19.7008975,19.783695
Clo1313_1178,"DNA ligase, NAD-dependent  ",18.53072,18.6382875,17.71441,18.640455,19.24788,18.641075,18.999685,17.739935
Clo1313_1180,hypothetical protein  ,15.14178,13.73773,15.3554475,15.0742625,8.8,8.8,8.8,8.8
Clo1313_1185,phosphate acetyltransferase  ,18.714355,19.15781,18.88324,19.53318,18.82923,18.912095,19.30416,19.743745
Clo1313_1186,acetate kinase (EC 2.7.2.1)  ,20.29928,20.27178,20.331945,20.492055,19.4114075,19.393965,20.159115,19.6995
Clo1313_1187,protein of unknown function DUF177  ,8.8,8.8,13.891125,13.54757,8.8,15.91882,8.8,14.44195
Clo1313_1188,ribosomal protein L32  ,8.8,8.8,17.9351125,18.3229675,8.8,18.1460375,8.8,18.1745325
Clo1313_1192,glycerol 3-phosphate dehydrogenase (NAD(P)+) (EC 1.1.1.94)  ,18.12403,17.77292,17.25455,17.09017,17.53131,18.63931,16.49695,19.10273
Clo1313_1194,extracellular solute-binding protein family 1  ,26.666515,26.623015,27.0830109375,27.15658125,27.055225,27.2553559375,28.069313125,27.74334
Clo1313_1195,binding-protein-dependent transport systems inner membrane component  ,17.3714675,18.7413,18.60971,18.45824,18.11831,17.23377,17.61801,18.134105
